Nathan Miller,Peru,1403,2014,72%,U.S.A.,2.25, ,Peru
Nathan Miller,Hispaniola,1403,2014,70%,U.S.A.,2.5, ,Dominican Republic
Nathan Miller,Madagascar,1403,2014,73.5%,U.S.A.,2.5,Trinitario,Madagascar
Nathan Miller,Ghana,1403,2014,70%,U.S.A.,3.5,Forastero,Ghana
Neuhaus (Callebaut),Papua New Guinea,531,2010,70%,Belgium,2.5,Criollo,Papua New Guinea
Neuhaus (Callebaut),Manickchand Estate,230,2008,67%,Belgium,3.75,Trinitario,Trinidad
Neuhaus (Callebaut),Dark,135,2007,73%,Belgium,1, , 
Neuhaus (Callebaut),West Africa,15,2006,73%,Belgium,2,Forastero,West Africa
Neuhaus (Callebaut),Sao Tome,15,2006,75%,Belgium,2.75,Forastero,Sao Tome
Neuhaus (Callebaut),Ocumare,24,2006,71%,Belgium,3,Criollo,Venezuela
Nibble,Patanemo,1526,2015,72%,U.S.A.,2.25,Criollo,Venezuela
Nibble,Elvesia P.,1526,2015,72%,U.S.A.,2.75,Trinitario,Dominican Republic
Nibble,"Ambanja, Sambirano Valley",1526,2015,72%,U.S.A.,3,Trinitario,Madagascar
Nibble,Tumbes,1526,2015,72%,U.S.A.,3,Criollo,Peru
Night Owl,Peru,1022,2013,75%,U.S.A.,2.75, ,Peru
Night Owl,Ecuador,1022,2013,75%,U.S.A.,3.5, ,Ecuador
Noble Bean aka Jerjobo,Ghana,1295,2014,75%,U.S.A.,3,Forastero,Ghana
Noble Bean aka Jerjobo,Moho Valley,1299,2014,75%,U.S.A.,3,Trinitario,Belize
Noble Bean aka Jerjobo,Maranon Canyon,1299,2014,75%,U.S.A.,3.25,Forastero (Nacional),Peru
Noir d' Ebine,Venezuela,837,2012,70%,U.S.A.,3, ,Venezuela
Noir d' Ebine,Ecuador,841,2012,70%,U.S.A.,3, ,Ecuador
Nova Monda,"La Patriota, cacao Indio, purple label",931,2012,70%,Nicaragua,3, ,Nicaragua
Nova Monda,"La Dalia, Matagalpa,cacao Bisesto,green label",935,2012,75%,Niacragua,2.75, ,Nicaragua
Nova Monda,"Punta Galera, cacao Nacional, gold label",935,2012,80%,Nicaragua,3.25,Forastero (Nacional),Ecuador
Nuance,"Ghana, 2013",1454,2015,70%,U.S.A.,3.75,Forastero,Ghana
Nuance,"Ecuador, 2013",1458,2015,70%,U.S.A.,2.75,Trinitario,Ecuador
Nuance,"Canoabo, 2013",1458,2015,70%,U.S.A.,3,Criollo,Venezuela
Nuance,"Sambirano Valley, 2012",1458,2015,70%,U.S.A.,3.5,Trinitario,Madagascar
Nuance,La Red,1470,2015,70%,U.S.A.,3.75, ,Dominican Republic
Nugali,Fazenda Leolinda,1876,2016,70%,Brazil,3.5,Trinitario (Scavina),Brazil
Oakland Chocolate Co.,Jamaica,478,2010,70%,U.S.A.,2.5,Trinitario,Jamaica
Obolo,Pangoa,1638,2015,70%,Chile,3.75,Criollo,Peru
Obolo,"Pangoa, w/ nibs",1638,2015,70%,Chile,3.75,Criollo,Peru
Ocelot,Virunga,1558,2015,70%,Scotland,3.75,Forastero,Congo
Ocelot,Piura,1558,2015,75%,Scotland,4,Criollo,Peru
Ocho,Sang Yum Coop,1760,2016,100%,New Zealand,2.75, ,Samoa
Ocho,Sang Yum Coop,1760,2016,70%,New Zealand,3.5, ,Samoa
Ocho,"PNG, Devotion",1411,2014,66%,New Zealand,2.75, ,Papua New Guinea
Ocho,"PNG, Revolution",1411,2014,70%,New Zealand,3, ,Papua New Guinea
Ocho,"PNG, Voodoo",1411,2014,88%,New Zealand,3.25, ,Papua New Guinea
Ocho,"PNG, Nib Bar",1411,2014,74%,New Zealand,3.5, ,Papua New Guinea
Ohiyo,"San Juan Estate, Gran Couva",1594,2015,70%,U.S.A.,2.75,Trinitario,Trinidad
Ohiyo,Tanzania,1598,2015,70%,U.S.A.,3, ,Tanzania
Oialla by Bojessen (Malmo),"Sylvestre, Oialla",761,2011,70%,Germany,3.5,Criollo,Bolivia
Olive and Sinclair,Dominican Republic prototype,486,2010,72%,U.S.A.,3, ,Dominican Republic
Olive and Sinclair,Ghana prototype,486,2010,72%,U.S.A.,3,Forastero,Ghana
Olive and Sinclair,Dark 67,457,2009,67%,U.S.A.,2.75, ,"Ghana, Domin. Rep"
Olive and Sinclair,Dark 75,457,2009,75%,U.S.A.,3, ,"Ghana, Domin. Rep"
Olivia,Carribean-Raw,688,2011,76%,Canada,2, ,Carribean
Olivia,Carribean,688,2011,76%,Canada,2.75, ,Carribean
Olivia,Carribean,688,2011,85%,Canada,2.75, ,Carribean
Olivia,Carribean-Raw,688,2011,85%,Canada,3, ,Carribean
Omanhene,Ghana,693,2011,80%,Ghana,2.75,Forastero,Ghana
Omnom,"Kakao Kamili, Kilombero Valley",1816,2016,70%,Iceland,3.75,Trinitario,Tanzania
Omnom,Papua New Guinea,1247,2014,70%,Iceland,3, ,Papua New Guinea
Omnom,Madagascar,1247,2014,66%,Iceland,3.5,Trinitario,Madagascar
organicfair,Maya Mountain,1161,2013,74%,Canada,2.75,Trinitario,Belize
organicfair,La Red,1165,2013,72%,Canada,2.75, ,Dominican Republic
organicfair,Nicaraqua,1165,2013,72%,Canada,2.75,Trinitario,Nicaragua
organicfair,Caribe,1165,2013,72%,Canada,3, ,Dominican Republic
organicfair,Mindo,1165,2013,72%,Canada,3,Trinitario,Ecuador
Original Beans (Felchlin),Papua Kerafat,1438,2014,68%,Switzerland,2.75, ,Papua New Guinea
Original Beans (Felchlin),"Grand Cru Blend No.1, 5 yr. Anniversary Ed",1442,2014,80%,Switzerland,3.25,Blend, 
Original Beans (Felchlin),"Alto Beni, Wild Harvest, Itenez R. 24hr c.",733,2011,66%,Switzerland,3.75, ,Bolivia
Original Beans (Felchlin),"D.R. Congo, Cru Virunga",331,2009,70%,Switzerland,3,Forastero,Congo
Original Beans (Felchlin),"Piura, Apotequil, ""Porcelana"" 72hr c.",341,2009,75%,Switzerland,3,Criollo,Peru
Original Beans (Felchlin),"Alto Beni, Wild Harvest, Itenez R., 60hr c.",341,2009,68%,Switzerland,3.25, ,Bolivia
Original Hawaiin Chocolate Factory,"Hawai'i, Kona Grand Cru E.",316,2009,60%,U.S.A.,3,Criollo,Hawaii
Original Hawaiin Chocolate Factory,"Hawai'i, Kona Estate Grown",24,2006,60%,U.S.A.,3, ,Hawaii
Orquidea,Peru,859,2012,65%,Peru,3, ,Peru
Orquidea,Peru,859,2012,72%,Peru,3, ,Peru
Pacari,"Sierra Nevada, Tutu Iku",1848,2016,70%,Ecuador,4, ,Colombia
Pacari,Garaua,1415,2014,70%,Ecuador,3.25, ,Ecuador
Pacari,Cumbia,1415,2014,70%,Ecuador,3.5, ,Ecuador
Pacari,Montubia,1415,2014,70%,Ecuador,3.75, ,Ecuador
Pacari,Tangara,1415,2014,70%,Ecuador,4, ,Ecuador
Pacari,"Ecuador, raw",817,2012,85%,Ecuador,2.75, ,Ecuador
Pacari,Piura,863,2012,70%,Ecuador,4, ,Peru
Pacari,Nube- prototype,721,2011,70%,Ecuador,3.5, ,Ecuador
Pacari,Esmeraldas,224,2008,60%,Ecuador,2.5,Forastero (Arriba),Ecuador
Pacari,Manabi,224,2008,65%,Ecuador,2.75,Forastero (Arriba),Ecuador
Pacari,Los Rios,224,2008,72%,Ecuador,3,Forastero (Arriba),Ecuador
Pacari,Raw,266,2008,100%,Ecuador,2,Forastero (Arriba),Ecuador
Pacari,Raw,266,2008,70%,Ecuador,3.5,Forastero (Arriba),Ecuador
Palette de Bine,Lachua,1720,2016,70%,Canada,2.75, ,Guatemala
Palette de Bine,Maya Mtn,1720,2016,72%,Canada,3,Trinitario,Belize
Palette de Bine,"Silvestre, La Paz, Beni",1570,2015,70%,Canada,3.25, ,Bolivia
Palette de Bine,"San Juan Estate, Gran Couva",1570,2015,70%,Canada,3.25,Trinitario,Trinidad
Palette de Bine,Kokoa Kamili,1574,2015,72%,Canada,3.5, ,Tanzania
Palette de Bine,Lam Dong,1574,2015,72%,Canada,3.75,Trinitario,Vietnam
Palette de Bine,"Alto Beni, Palos Blancos",1239,2014,72%,Canada,2.75, ,Bolivia
Palette de Bine,Sambirano,1239,2014,78%,Canada,3.75,Trinitario,Madagascar
Palette de Bine,"Camino Verde P., Balao, Guayas",1303,2014,75%,Canada,2.75, ,Ecuador
Palette de Bine,Duo- Gran Couva & Camino Verde,1399,2014,75%,Canada,3.5,Blend,"Trinidad, Ecuador"
Palette de Bine,Gran Couva,1399,2014,70%,Canada,3.75,Trinitario,Trinidad
Pangea,Matasawalevu,1860,2016,76%,Spain,3, ,Fiji
Park 75,South America,1363,2014,65%,U.S.A.,3.5, ,South America
Parliament,Kilombero Valley,1856,2016,70%,U.S.A.,3.25, ,Tanzania
Parliament,"Lachua, Q'egchi families",1542,2015,70%,U.S.A.,3.5, ,Guatemala
Parliament,Alto Beni,1251,2014,70%,U.S.A.,3, ,Bolivia
Parliament,Oko Caribe,1255,2014,70%,U.S.A.,3.5, ,Dominican Republic
Pascha,Peru,1137,2013,55%,Peru,2.5, ,Peru
Pascha,Peru,1137,2013,70%,Peru,2.75, ,Peru
Patric,Signature Blend,636,2011,70%,U.S.A.,3.75,Blend, 
Patric,Madagascar,331,2009,75%,U.S.A.,4,Trinitario,Madagascar
Patric,Madagascar,439,2009,67%,U.S.A.,3.5,Trinitario,Madagascar
Patric,"Rio Caribe, Paria Penninsula",439,2009,70%,U.S.A.,3.5,Trinitario,Venezuela
Patric,Madagascar,196,2007,70%,U.S.A.,4,Trinitario,Madagascar
Patric,"Piura, Choc. Garage Exclusive",1034,2013,67%,U.S.A.,4, ,Peru
Paul Young,"Madagascar, w/ shell",1271,2014,73%,U.K.,2.25,Trinitario,Madagascar
Paul Young,"Madagascar, w/ shell",1271,2014,64%,U.K.,2.75,Trinitario,Madagascar
Peppalo,Dominican Republic,1454,2015,82%,U.S.A.,3, ,Dominican Republic
Pierre Marcolini,"Haut Penja, w/ nibs",1658,2015,70%,Belgium,3.25,Forastero,Cameroon
Pierre Marcolini,Chuao,478,2010,75%,Belgium,3,Criollo,Venezuela
Pierre Marcolini,Trinite,478,2010,75%,Belgium,3.25,Trinitario,Trinidad
Pierre Marcolini,"Baracoa, Cuba",516,2010,78%,Belgium,3.75,"Criollo, Forastero",Cuba
Pierre Marcolini,"Peru, Las Pampas P.",531,2010,85%,Belgium,3,Criollo,Peru
Pierre Marcolini,"Bahia Brazil, Fazenda Sao Pedro",414,2009,72%,Belgium,3,Forastero,Brazil
Pierre Marcolini,"Porcelana, Tabasco, Finca La Joya",445,2009,72%,Belgium,3,Criollo,Mexico
Pierre Marcolini,Cabosse,111,2007,70%,Belgium,4,Blend,"Venezuela, Java"
Pierre Marcolini,"Los Rios, Puerto Romero, Equateur",129,2007,72%,Belgium,3.75,Forastero (Nacional),Ecuador
Pierre Marcolini,"Sambirano, Ambanja, Madagascar",141,2007,72%,Belgium,4,Trinitario,Madagascar
Pierre Marcolini,Fleur de Cacao,166,2007,85%,Belgium,3.5,Blend,Venezuela/ Ghana
Pierre Marcolini,"Porcelana, Tabasco, Limited Ed.",81,2006,72%,Belgium,4,Criollo,Mexico
Pierre Marcolini,"Kendem Lembu, Java",93,2006,72%,Belgium,3,Criollo,Indonesia
Pierre Marcolini,"Ocumare, Puerto Cabello, Venezuela",93,2006,72%,Belgium,4,Criollo,Venezuela
Pinellas,Wampusirpi Region,1772,2016,80%,U.S.A.,2.5, ,Honduras
Pitch Dark,Tenor,1506,2015,62%,U.S.A.,2.5, ,Nicaragua
Pitch Dark,Johe,1506,2015,80%,U.S.A.,2.75, ,Nicaragua
Pitch Dark,Chuno,1510,2015,80%,U.S.A.,2.75,"Criollo, Trinitario",Nicaragua
Pitch Dark,Nicalizo,1510,2015,80%,U.S.A.,2.75,Trinitario,Nicaragua
Pitch Dark,Rugoso,1510,2015,80%,U.S.A.,3.25, ,Nicaragua
Pitch Dark,Akesson Estate,1311,2014,73%,U.S.A.,3.25,Trinitario,Madagascar
Pitch Dark,Namau Village,1315,2014,73%,U.S.A.,2.5,Trinitario,Fiji
Pitch Dark,"Camino Verde P., Balao, Guayas, ""Fruity""",1319,2014,73%,U.S.A.,3.25, ,Ecuador
Pitch Dark,"Camino Verde P., Balao, Guayas, ""Floral""",1319,2014,73%,U.S.A.,3.5, ,Ecuador
Pomm (aka Dead Dog),"La Red, 2011",829,2012,76%,U.S.A.,2.5, ,Dominican Republic
Pomm (aka Dead Dog),Peru,829,2012,82%,U.S.A.,2.75,Criollo,Peru
Potomac,"Oko Caribe, Duarte Province, 2016 H.",1820,2016,70%,U.S.A.,3.75, ,Domincan Republic
Potomac,"Cuyagua, 2013",1387,2014,70%,U.S.A.,3.75, ,Venezuela
